This, line, contains, headers, and, can, be, ignored ,,,,,,
,,,,,EQIV_MXLA,0,,,,,,parallel shift,0.68326
,,,,,EQIV_MXME,0,,,,,,parallel shift,-0.46151
,,,,,EQIV_MXWO0IT,0,,,,,,parallel shift,-0.15606
,,,,,EQIV_NIFTY,0,,,,,,parallel shift,0.54263
,,,,,EQIV_OPALPACX,0,,,,,,parallel shift,-0.42821
,,,,,EQIV_RAAX,0,,,,,,parallel shift,0.20205
,,,,,EQIV_SPEURO,0,,,,,,parallel shift,-0.10221
,,,,,EQIV_TPXDDVD,0,,,,,,parallel shift,-0.43376
,,,,,EQIV_XU100,0,,,,,,parallel shift,0.2736
,,,,,FX_AUD,0,,,,,,parallel shift,-0.041237
,,,,,FX_BGN,0,,,,,,parallel shift,0.2647
,,,,,FX_BRL,0,,,,,,parallel shift,0.098336
,,,,,FX_CAD,0,,,,,,parallel shift,-0.057234
,,,,,FX_CHF,0,,,,,,parallel shift,-0.057689
,,,,,FX_CLP,0,,,,,,parallel shift,0.068047
,,,,,FX_CNY,0,,,,,,parallel shift,-0.022169
,,,,,FX_COP,0,,,,,,parallel shift,-0.019094
,,,,,FX_CZK,0,,,,,,parallel shift,-0.04984
,,,,,FX_DKK,0,,,,,,parallel shift,0.18453
,,,,,FX_GBP,0,,,,,,parallel shift,-0.02143
,,,,,FX_HKD,0,,,,,,parallel shift,0.12923
,,,,,FX_HUF,0,,,,,,parallel shift,-0.22104
,,,,,FX_INR,0,,,,,,parallel shift,-0.0063596
,,,,,FX_JPY,0,,,,,,parallel shift,-0.048026
,,,,,FX_KRW,0,,,,,,parallel shift,-0.013224
,,,,,FX_MXN,0,,,,,,parallel shift,0.067318
,,,,,FX_MYR,0,,,,,,parallel shift,0.11342
,,,,,FX_NOK,0,,,,,,parallel shift,0.033537
,,,,,FX_NZD,0,,,,,,parallel shift,0.031591
,,,,,FX_PEN,0,,,,,,parallel shift,0.027688
,,,,,FX_PLN,0,,,,,,parallel shift,-0.081498
,,,,,FX_RON,0,,,,,,parallel shift,-0.011104
,,,,,FX_RUB,0,,,,,,parallel shift,0.22434
,,,,,FX_SEK,0,,,,,,parallel shift,-0.050504
,,,,,FX_THB,0,,,,,,parallel shift,-0.11013
,,,,,FX_TRY,0,,,,,,parallel shift,0.14152
,,,,,FX_TWD,0,,,,,,parallel shift,0.024525
,,,,,FX_USD,0,,,,,,parallel shift,-0.029741
,,,,,FXIV_AUD,0,,,,,,parallel shift,0.39325
,,,,,FXIV_BGN,0,,,,,,parallel shift,0.73949
,,,,,FXIV_BRL,0,,,,,,parallel shift,0.14596
,,,,,FXIV_CAD,0,,,,,,parallel shift,0.38598
,,,,,FXIV_CHF,0,,,,,,parallel shift,-0.32716
,,,,,FXIV_CLP,0,,,,,,parallel shift,0.04551
,,,,,FXIV_CNY,0,,,,,,parallel shift,0.36286
,,,,,FXIV_COP,0,,,,,,parallel shift,-0.30699
,,,,,FXIV_CZK,0,,,,,,parallel shift,-0.52322
,,,,,FXIV_DKK,0,,,,,,parallel shift,-0.9375
,,,,,FXIV_GBP,0,,,,,,parallel shift,0.35767
,,,,,FXIV_HKD,0,,,,,,parallel shift,-0.36794
,,,,,FXIV_HUF,0,,,,,,parallel shift,0.07699
,,,,,FXIV_INR,0,,,,,,parallel shift,0.38788
,,,,,FXIV_JPY,0,,,,,,parallel shift,1.1312
,,,,,FXIV_KRW,0,,,,,,parallel shift,-0.55019
,,,,,FXIV_MXN,0,,,,,,parallel shift,-0.75658
,,,,,FXIV_MYR,0,,,,,,parallel shift,-0.06791
,,,,,FXIV_NOK,0,,,,,,parallel shift,0.15349
,,,,,FXIV_NZD,0,,,,,,parallel shift,-0.40445
,,,,,FXIV_PEN,0,,,,,,parallel shift,0.56636
,,,,,FXIV_PLN,0,,,,,,parallel shift,-0.24156
,,,,,FXIV_RON,0,,,,,,parallel shift,-0.21022
,,,,,FXIV_RUB,0,,,,,,parallel shift,0.63399
,,,,,FXIV_SEK,0,,,,,,parallel shift,-0.30652
,,,,,FXIV_THB,0,,,,,,parallel shift,-1.0922
,,,,,FXIV_TRY,0,,,,,,parallel shift,-0.36128
,,,,,FXIV_TWD,0,,,,,,parallel shift,-0.054772
,,,,,FXIV_USD,0,,,,,,parallel shift,-0.18662
,,,,,IR_AUDPC1,0,,,,,,parallel shift,0.27249
,,,,,IR_AUDPC2,0,,,,,,parallel shift,-1.0448
,,,,,IR_AUDPC3,0,,,,,,parallel shift,0.071427
,,,,,IR_AUDPC4,0,,,,,,parallel shift,0.033542
,,,,,IR_BGNPC1,0,,,,,,parallel shift,1.0404
,,,,,IR_BGNPC2,0,,,,,,parallel shift,-0.78817
,,,,,IR_BGNPC3,0,,,,,,parallel shift,-0.16722
,,,,,IR_BGNPC4,0,,,,,,parallel shift,-0.00062967
,,,,,IR_BRLPC1,0,,,,,,parallel shift,-1.7913
,,,,,IR_BRLPC2,0,,,,,,parallel shift,0.78698
,,,,,IR_BRLPC3,0,,,,,,parallel shift,-0.15834
,,,,,IR_BRLPC4,0,,,,,,parallel shift,-0.076704
,,,,,IR_CADPC1,0,,,,,,parallel shift,-0.77678
,,,,,IR_CADPC2,0,,,,,,parallel shift,-0.48472
,,,,,IR_CADPC3,0,,,,,,parallel shift,0.70474
,,,,,IR_CADPC4,0,,,,,,parallel shift,0.017645
,,,,,IR_CHFPC1,0,,,,,,parallel shift,0.66708
,,,,,IR_CHFPC2,0,,,,,,parallel shift,0.27853
,,,,,IR_CHFPC3,0,,,,,,parallel shift,0.41522
,,,,,IR_CHFPC4,0,,,,,,parallel shift,-0.35807
,,,,,IR_CLPPC1,0,,,,,,parallel shift,-1.631
,,,,,IR_CLPPC2,0,,,,,,parallel shift,-1.1825
,,,,,IR_CLPPC3,0,,,,,,parallel shift,0.21118
,,,,,IR_CLPPC4,0,,,,,,parallel shift,-0.11343
,,,,,IR_CNYPC1,0,,,,,,parallel shift,7.4265
,,,,,IR_CNYPC2,0,,,,,,parallel shift,2.0234
,,,,,IR_CNYPC3,0,,,,,,parallel shift,-0.15555
,,,,,IR_CNYPC4,0,,,,,,parallel shift,0.16664
,,,,,IR_COPPC1,0,,,,,,parallel shift,-0.1401
,,,,,IR_COPPC2,0,,,,,,parallel shift,0.79924
,,,,,IR_COPPC3,0,,,,,,parallel shift,1.1917
,,,,,IR_COPPC4,0,,,,,,parallel shift,0.22465
,,,,,IR_CZKPC1,0,,,,,,parallel shift,-2.8678
,,,,,IR_CZKPC2,0,,,,,,parallel shift,0.51642
,,,,,IR_CZKPC3,0,,,,,,parallel shift,-0.46276
,,,,,IR_CZKPC4,0,,,,,,parallel shift,0.014732
,,,,,IR_DKKPC1,0,,,,,,parallel shift,0.24308
,,,,,IR_DKKPC2,0,,,,,,parallel shift,0.023069
,,,,,IR_DKKPC3,0,,,,,,parallel shift,-0.4972
,,,,,IR_DKKPC4,0,,,,,,parallel shift,0.088465
,,,,,IR_EURPC1,0,,,,,,parallel shift,-0.41759
,,,,,IR_EURPC2,0,,,,,,parallel shift,-0.52784
,,,,,IR_EURPC3,0,,,,,,parallel shift,-0.1949
,,,,,IR_EURPC4,0,,,,,,parallel shift,-0.026991
,,,,,IR_GBPPC1,0,,,,,,parallel shift,0.83253
,,,,,IR_GBPPC2,0,,,,,,parallel shift,0.55131
,,,,,IR_GBPPC3,0,,,,,,parallel shift,-0.19318
,,,,,IR_GBPPC4,0,,,,,,parallel shift,-0.06868
,,,,,IR_HKDPC1,0,,,,,,parallel shift,-1.4941
,,,,,IR_HKDPC2,0,,,,,,parallel shift,-0.77953
,,,,,IR_HKDPC3,0,,,,,,parallel shift,0.39024
,,,,,IR_HKDPC4,0,,,,,,parallel shift,0.081259
,,,,,IR_HUFPC1,0,,,,,,parallel shift,-1.7691
,,,,,IR_HUFPC2,0,,,,,,parallel shift,-0.012212
,,,,,IR_HUFPC3,0,,,,,,parallel shift,0.038372
,,,,,IR_HUFPC4,0,,,,,,parallel shift,-0.0060219
,,,,,IR_INRPC1,0,,,,,,parallel shift,1.2319
,,,,,IR_INRPC2,0,,,,,,parallel shift,-0.65564
,,,,,IR_INRPC3,0,,,,,,parallel shift,-0.01859
,,,,,IR_INRPC4,0,,,,,,parallel shift,0.25359
,,,,,IR_JPYPC1,0,,,,,,parallel shift,2.9242
,,,,,IR_JPYPC2,0,,,,,,parallel shift,0.37346
,,,,,IR_JPYPC3,0,,,,,,parallel shift,-0.17688
,,,,,IR_JPYPC4,0,,,,,,parallel shift,0.40715
,,,,,IR_KRWPC1,0,,,,,,parallel shift,-1.9131
,,,,,IR_KRWPC2,0,,,,,,parallel shift,0.22691
,,,,,IR_KRWPC3,0,,,,,,parallel shift,-0.19234
,,,,,IR_KRWPC4,0,,,,,,parallel shift,-0.13622
,,,,,IR_MXNPC1,0,,,,,,parallel shift,0.10433
,,,,,IR_MXNPC2,0,,,,,,parallel shift,-0.63428
,,,,,IR_MXNPC3,0,,,,,,parallel shift,-0.37789
,,,,,IR_MXNPC4,0,,,,,,parallel shift,-0.23624
,,,,,IR_MYRPC1,0,,,,,,parallel shift,0.66264
,,,,,IR_MYRPC2,0,,,,,,parallel shift,-0.84872
,,,,,IR_MYRPC3,0,,,,,,parallel shift,-0.17741
,,,,,IR_MYRPC4,0,,,,,,parallel shift,-0.058013
,,,,,IR_NOKPC1,0,,,,,,parallel shift,-1.6979
,,,,,IR_NOKPC2,0,,,,,,parallel shift,-1.0604
,,,,,IR_NOKPC3,0,,,,,,parallel shift,0.185
,,,,,IR_NOKPC4,0,,,,,,parallel shift,0.071516
,,,,,IR_NZDPC1,0,,,,,,parallel shift,-1.1206
,,,,,IR_NZDPC2,0,,,,,,parallel shift,-0.86732
,,,,,IR_NZDPC3,0,,,,,,parallel shift,-0.19457
,,,,,IR_NZDPC4,0,,,,,,parallel shift,-0.12249
,,,,,IR_PENPC1,0,,,,,,parallel shift,0.72088
,,,,,IR_PENPC2,0,,,,,,parallel shift,1.7609
,,,,,IR_PENPC3,0,,,,,,parallel shift,-0.38296
,,,,,IR_PENPC4,0,,,,,,parallel shift,-0.14801
,,,,,IR_PLNPC1,0,,,,,,parallel shift,-1.7538
,,,,,IR_PLNPC2,0,,,,,,parallel shift,0.366
,,,,,IR_PLNPC3,0,,,,,,parallel shift,0.082491
,,,,,IR_PLNPC4,0,,,,,,parallel shift,0.10532
,,,,,IR_RONPC1,0,,,,,,parallel shift,2.6862
,,,,,IR_RONPC2,0,,,,,,parallel shift,0.36909
,,,,,IR_RONPC3,0,,,,,,parallel shift,-0.051797
,,,,,IR_RONPC4,0,,,,,,parallel shift,-0.078785
,,,,,IR_RUBPC1,0,,,,,,parallel shift,-0.59498
,,,,,IR_RUBPC2,0,,,,,,parallel shift,-0.12911
,,,,,IR_RUBPC3,0,,,,,,parallel shift,-0.6649
,,,,,IR_RUBPC4,0,,,,,,parallel shift,-0.074721
,,,,,IR_SEKPC1,0,,,,,,parallel shift,0.76747
,,,,,IR_SEKPC2,0,,,,,,parallel shift,-0.95684
,,,,,IR_SEKPC3,0,,,,,,parallel shift,0.091187
,,,,,IR_SEKPC4,0,,,,,,parallel shift,-0.11459
,,,,,IR_THBPC1,0,,,,,,parallel shift,-4.1931
,,,,,IR_THBPC2,0,,,,,,parallel shift,-0.84859
,,,,,IR_THBPC3,0,,,,,,parallel shift,0.40083
,,,,,IR_THBPC4,0,,,,,,parallel shift,-0.084788
,,,,,IR_TRYPC1,0,,,,,,parallel shift,0.34045
,,,,,IR_TRYPC2,0,,,,,,parallel shift,-0.62238
,,,,,IR_TRYPC3,0,,,,,,parallel shift,0.2181
,,,,,IR_TRYPC4,0,,,,,,parallel shift,0.048891
,,,,,IR_TWDPC1,0,,,,,,parallel shift,-2.0723
,,,,,IR_TWDPC2,0,,,,,,parallel shift,0.24284
,,,,,IR_TWDPC3,0,,,,,,parallel shift,-0.22397
,,,,,IR_TWDPC4,0,,,,,,parallel shift,0.087877
,,,,,IR_USDPC1,0,,,,,,parallel shift,-0.97104
,,,,,IR_USDPC2,0,,,,,,parallel shift,-0.63021
,,,,,IR_USDPC3,0,,,,,,parallel shift,0.18825
,,,,,IR_USDPC4,0,,,,,,parallel shift,0.072846
,,,,,IRIV_AUD,0,,,,,,parallel shift,-0.099734
,,,,,IRIV_BGN,0,,,,,,parallel shift,0.0060143
,,,,,IRIV_BRL,0,,,,,,parallel shift,-0.26351
,,,,,IRIV_CAD,0,,,,,,parallel shift,-0.06898
,,,,,IRIV_CHF,0,,,,,,parallel shift,0.32122
,,,,,IRIV_CLP,0,,,,,,parallel shift,-0.45271
,,,,,IRIV_CNY,0,,,,,,parallel shift,-0.69959
,,,,,IRIV_COP,0,,,,,,parallel shift,0.13479
,,,,,IRIV_CZK,0,,,,,,parallel shift,-0.15916
,,,,,IRIV_DKK,0,,,,,,parallel shift,-0.47678
,,,,,IRIV_EUR,0,,,,,,parallel shift,0.14551
,,,,,IRIV_GBP,0,,,,,,parallel shift,-0.29891
,,,,,IRIV_HKD,0,,,,,,parallel shift,-0.2243
,,,,,IRIV_HUF,0,,,,,,parallel shift,-0.34157
,,,,,IRIV_INR,0,,,,,,parallel shift,-0.51343
,,,,,IRIV_JPY,0,,,,,,parallel shift,-0.52066
,,,,,IRIV_KRW,0,,,,,,parallel shift,-0.18091
,,,,,IRIV_MXN,0,,,,,,parallel shift,0.23398
,,,,,IRIV_MYR,0,,,,,,parallel shift,-0.85596
,,,,,IRIV_NOK,0,,,,,,parallel shift,-0.018207
,,,,,IRIV_NZD,0,,,,,,parallel shift,-0.037044
,,,,,IRIV_PEN,0,,,,,,parallel shift,-0.25456
,,,,,IRIV_PLN,0,,,,,,parallel shift,-0.13078
,,,,,IRIV_RON,0,,,,,,parallel shift,-0.12384
,,,,,IRIV_RUB,0,,,,,,parallel shift,-0.13005
,,,,,IRIV_SEK,0,,,,,,parallel shift,0.27282
,,,,,IRIV_THB,0,,,,,,parallel shift,0.069929
,,,,,IRIV_TRY,0,,,,,,parallel shift,-0.23378
,,,,,IRIV_TWD,0,,,,,,parallel shift,0.35367
,,,,,IRIV_USD,0,,,,,,parallel shift,0.010254
,,,,,BF_BCOPC3A2,0,,,,,,parallel shift,0.22195
,,,,,BF_BCOPC3A8,0,,,,,,parallel shift,-0.53663
,,,,,BF_EUG4TR,0,,,,,,parallel shift,-0.10747
,,,,,BF_EURAGG_EUR_HEDG,0,,,,,,parallel shift,0.019232
,,,,,BF_EURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.0038035
,,,,,BF_GLOBCRED_AUD_HEDG,0,,,,,,parallel shift,0.077181
,,,,,BF_INGRASCLX,0,,,,,,parallel shift,-0.24443
,,,,,BF_JGENVUEG,0,,,,,,parallel shift,0.14526
,,,,,BF_JNEU1R3,0,,,,,,parallel shift,0.068876
,,,,,BF_KISKGA2Y,0,,,,,,parallel shift,0.029834
,,,,,BF_LVACLC,0,,,,,,parallel shift,-0.02552
,,,,,BF_LVACLG,0,,,,,,parallel shift,0.094212
,,,,,BF_MAXIDX,0,,,,,,parallel shift,-0.058547
,,,,,BF_MAXRMAX,0,,,,,,parallel shift,0.042216
,,,,,BF_PANEURAGG_EUR_UNHEDG,0,,,,,,parallel shift,0.052283
,,,,,BF_PANEURHY_EUR_HEDG,0,,,,,,parallel shift,0.36718
,,,,,BF_PDGATR,0,,,,,,parallel shift,-0.031903
,,,,,BF_SBJYL,0,,,,,,parallel shift,-0.077769
,,,,,BF_SBWGNJYC,0,,,,,,parallel shift,-0.086839
,,,,,BF_SBWGNJYU,0,,,,,,parallel shift,0.14513
,,,,,BF_SPCBCR,0,,,,,,parallel shift,0.009182
,,,,,BF_USAGG_USD_UNHEDG,0,,,,,,parallel shift,-0.053722
,,,,,BF_USCORPHY_EUR_HEDG,0,,,,,,parallel shift,-0.021825
,,,,,BFIV_BCOPC3A2,0,,,,,,parallel shift,-0.23762
,,,,,BFIV_BCOPC3A8,0,,,,,,parallel shift,0.64283
,,,,,BFIV_EUG4TR,0,,,,,,parallel shift,-0.17765
,,,,,BFIV_EURAGG_EUR_HEDG,0,,,,,,parallel shift,-0.1705
,,,,,BFIV_EURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.02123
,,,,,BFIV_GLOBCRED_AUD_HEDG,0,,,,,,parallel shift,-0.14062
,,,,,BFIV_JGENVUEG,0,,,,,,parallel shift,-0.48435
,,,,,BFIV_JNEU1R3,0,,,,,,parallel shift,-0.074182
,,,,,BFIV_KISKGA2Y,0,,,,,,parallel shift,-0.042121
,,,,,BFIV_LVACLC,0,,,,,,parallel shift,0.24775
,,,,,BFIV_LVACLG,0,,,,,,parallel shift,-0.98049
,,,,,BFIV_MAXIDX,0,,,,,,parallel shift,0.1805
,,,,,BFIV_MAXRMAX,0,,,,,,parallel shift,0.30639
,,,,,BFIV_PANEURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.76344
,,,,,BFIV_PDGATR,0,,,,,,parallel shift,0.30301
,,,,,BFIV_SBJYL,0,,,,,,parallel shift,0.13158
,,,,,BFIV_SBWGNJYC,0,,,,,,parallel shift,-0.40745
,,,,,BFIV_SBWGNJYU,0,,,,,,parallel shift,0.29795
,,,,,BFIV_SPCBCR,0,,,,,,parallel shift,0.3537
,,,,,BFIV_USAGG_USD_UNHEDG,0,,,,,,parallel shift,-0.20541
,,,,,RE_BELGIUM,0,,,,,,parallel shift,-0.13092
,,,,,RE_CEE,0,,,,,,parallel shift,0.08468
,,,,,RE_FRANCE,0,,,,,,parallel shift,0.057269
,,,,,RE_GERMANY,0,,,,,,parallel shift,0.13837
,,,,,RE_ITALY,0,,,,,,parallel shift,-0.043678
,,,,,RE_NETHERLANDS,0,,,,,,parallel shift,0.088339
,,,,,RE_NORDICS,0,,,,,,parallel shift,0.095422
,,,,,RE_PORTUGAL,0,,,,,,parallel shift,0.08462
,,,,,RE_SPAIN,0,,,,,,parallel shift,0.020396
,,,,,RE_UK,0,,,,,,parallel shift,-0.10401
,,,,,REIV_ELHK,0,,,,,,parallel shift,1.7685
,,,,,REIV_ELUK,0,,,,,,parallel shift,2.1304
,,,,,REIV_EPGR,0,,,,,,parallel shift,-0.55591
,,,,,REIV_EPNL,0,,,,,,parallel shift,-2.6324
,,,,,REIV_RMS,0,,,,,,parallel shift,2.4866
,,,,,INFRLZ_CZK,0,,,,,,parallel shift,0.022888
,,,,,INFEXP_CZK,0,,,,,,parallel shift,0.039395
,,,,,INFRLZ_EUR,0,,,,,,parallel shift,-0.0019296
,,,,,INFEXP_EUR,0,,,,,,parallel shift,0.013028
,,,,,INFRLZ_HUF,0,,,,,,parallel shift,-0.010151
,,,,,INFEXP_HUF,0,,,,,,parallel shift,0.067489
,,,,,INFRLZ_KRW,0,,,,,,parallel shift,0.0083455
,,,,,INFEXP_KRW,0,,,,,,parallel shift,0.001015
,,,,,INFRLZ_PLN,0,,,,,,parallel shift,-0.053303
,,,,,INFEXP_PLN,0,,,,,,parallel shift,0.0087546
,,,,,INFRLZ_RON,0,,,,,,parallel shift,-0.050854
,,,,,INFEXP_RON,0,,,,,,parallel shift,-0.024112
,,,,,CS_EUROZONE_FINANCIALS,0,,,,,,parallel shift,-0.3746
,,,,,CS_EUROZONE_NONFINANCIALS,0,,,,,,parallel shift,1.1839
,,,,,CS_US_AND_REST_OF_WORLD,0,,,,,,parallel shift,1.5284
,,,,,CS_ASIA,0,,,,,,parallel shift,-2.4063
,,,,,CS_EUROZONE_NONDOMESTIC_SOVEREIGNS,0,,,,,,parallel shift,-0.80393
,,,,,CS_EUROZONE_STRUCTUREDCREDIT,0,,,,,,parallel shift,0.17756
,,,,,ILP_EUR,0,,,,,,parallel shift,-0.018985
,,,,,ILP_US,0,,,,,,parallel shift,0.0046877
,,,,,ULP_JP,0,,,,,,parallel shift,-0.0016316
,,,,,ILP_HK,0,,,,,,parallel shift,0.0023043
,,,,,RF_TEST1,0,,,,,,parallel shift,0.777
,,SSMC_3,1,,,,,,,,,,
,,,,,EQ_4GSPC,0,,,,,,parallel shift,-0.48666
,,,,,EQ_AEX,0,,,,,,parallel shift,0.028193
,,,,,EQ_AMX,0,,,,,,parallel shift,0.30519
,,,,,EQ_ASCX,0,,,,,,parallel shift,0.12476
,,,,,EQ_BETFI,0,,,,,,parallel shift,-0.45885
,,,,,EQ_BETI,0,,,,,,parallel shift,0.056834
,,,,,EQ_BUX,0,,,,,,parallel shift,0.0097102
,,,,,EQ_CEMU_USD,0,,,,,,parallel shift,0.24258
,,,,,EQ_CIEU,0,,,,,,parallel shift,-0.047065
,,,,,EQ_CIJP_USD,0,,,,,,parallel shift,0.028705
,,,,,EQ_CIKK_USD,0,,,,,,parallel shift,-0.10064
,,,,,EQ_FTSE,0,,,,,,parallel shift,0.30447
,,,,,EQ_HSI,0,,,,,,parallel shift,0.82591
,,,,,EQ_IBEX,0,,,,,,parallel shift,-0.2333
,,,,,EQ_IXIC,0,,,,,,parallel shift,-0.16333
,,,,,EQ_KLSE,0,,,,,,parallel shift,0.26335
,,,,,EQ_KS11,0,,,,,,parallel shift,0.29029
,,,,,EQ_MSCIWO,0,,,,,,parallel shift,-0.25399
,,,,,EQ_MSDUEAFE,0,,,,,,parallel shift,0.64938
,,,,,EQ_MSEUEGF,0,,,,,,parallel shift,0.029433
,,,,,EQ_N100,0,,,,,,parallel shift,0.29076
,,,,,EQ_N225,0,,,,,,parallel shift,-0.015807
,,,,,EQ_NDX,0,,,,,,parallel shift,0.38187
,,,,,EQ_PX,0,,,,,,parallel shift,-0.29988
,,,,,EQ_RUX,0,,,,,,parallel shift,-0.078143
,,,,,EQ_SETI,0,,,,,,parallel shift,0.48977
,,,,,EQ_SPX,0,,,,,,parallel shift,0.42038
,,,,,EQ_SSEC,0,,,,,,parallel shift,-0.61549
,,,,,EQ_STOXX50E,0,,,,,,parallel shift,0.058683
,,,,,EQ_TOPX,0,,,,,,parallel shift,0.0082987
,,,,,EQ_WIG,0,,,,,,parallel shift,-0.7363
,,,,,EQ_ASE,0,,,,,,parallel shift,0.86364
,,,,,EQ_CECEEUR,0,,,,,,parallel shift,-0.1096
,,,,,EQ_EMUMIDCAP,0,,,,,,parallel shift,-0.28031
,,,,,EQ_FBM100,0,,,,,,parallel shift,-0.19663
,,,,,EQ_HFRXEW,0,,,,,,parallel shift,-0.16525
,,,,,EQ_HFRXGLE,0,,,,,,parallel shift,0.020556
,,,,,EQ_MSDLWI,0,,,,,,parallel shift,-0.2213
,,,,,EQ_MXEF,0,,,,,,parallel shift,-0.21415
,,,,,EQ_MXEU,0,,,,,,parallel shift,-0.017186
,,,,,EQ_MXLA,0,,,,,,parallel shift,-0.2696
,,,,,EQ_MXME,0,,,,,,parallel shift,0.13434
,,,,,EQ_MXWO0IT,0,,,,,,parallel shift,-0.1658
,,,,,EQ_NIFTY,0,,,,,,parallel shift,-0.36944
,,,,,EQ_OPALPACX,0,,,,,,parallel shift,0.3952
,,,,,EQ_RAAX,0,,,,,,parallel shift,-0.26122
,,,,,EQ_SPEURO,0,,,,,,parallel shift,-0.22464
,,,,,EQ_TPXDDVD,0,,,,,,parallel shift,0.15229
,,,,,EQ_XU100,0,,,,,,parallel shift,0.22841
,,,,,EQIV_4GSPC,0,,,,,,parallel shift,-0.4975
,,,,,EQIV_AEX,0,,,,,,parallel shift,0.3992
,,,,,EQIV_BETFI,0,,,,,,parallel shift,0.175
,,,,,EQIV_BETI,0,,,,,,parallel shift,0.30039
,,,,,EQIV_BUX,0,,,,,,parallel shift,0.19741
,,,,,EQIV_CEMU_USD,0,,,,,,parallel shift,0.11861
,,,,,EQIV_CIEU,0,,,,,,parallel shift,-0.4885
,,,,,EQIV_CIJP_USD,0,,,,,,parallel shift,-0.20056
,,,,,EQIV_CIKK_USD,0,,,,,,parallel shift,-1.2419
,,,,,EQIV_FTSE,0,,,,,,parallel shift,-0.27834
,,,,,EQIV_HSI,0,,,,,,parallel shift,-0.27831
,,,,,EQIV_IBEX,0,,,,,,parallel shift,0.58565
,,,,,EQIV_IXIC,0,,,,,,parallel shift,0.3886
,,,,,EQIV_KLSE,0,,,,,,parallel shift,-0.48051
,,,,,EQIV_KS11,0,,,,,,parallel shift,0.11956
,,,,,EQIV_MSCIWO,0,,,,,,parallel shift,0.45374
,,,,,EQIV_MSDUEAFE,0,,,,,,parallel shift,0.58429
,,,,,EQIV_MSEUEGF,0,,,,,,parallel shift,-0.49784
,,,,,EQIV_N100,0,,,,,,parallel shift,-0.67285
,,,,,EQIV_N225,0,,,,,,parallel shift,-0.25362
,,,,,EQIV_NDX,0,,,,,,parallel shift,0.14621
,,,,,EQIV_PX,0,,,,,,parallel shift,0.14175
,,,,,EQIV_RUX,0,,,,,,parallel shift,0.11636
,,,,,EQIV_SETI,0,,,,,,parallel shift,-0.44529
,,,,,EQIV_SPX,0,,,,,,parallel shift,0.021486
,,,,,EQIV_SSEC,0,,,,,,parallel shift,-0.19421
,,,,,EQIV_STOXX50E,0,,,,,,parallel shift,0.88756
,,,,,EQIV_TOPX,0,,,,,,parallel shift,-0.21646
,,,,,EQIV_WIG,0,,,,,,parallel shift,-0.15796
,,,,,EQIV_ASE,0,,,,,,parallel shift,-1.1938
,,,,,EQIV_CECEEUR,0,,,,,,parallel shift,-0.43806
,,,,,EQIV_FBM100,0,,,,,,parallel shift,0.44395
,,,,,EQIV_HFRXGLE,0,,,,,,parallel shift,0.25198
,,,,,EQIV_MSDLWI,0,,,,,,parallel shift,0.055932
,,,,,EQIV_MXEF,0,,,,,,parallel shift,0.084553
,,,,,EQIV_MXEU,0,,,,,,parallel shift,0.22169
,,,,,EQIV_MXLA,0,,,,,,parallel shift,0.96124
,,,,,EQIV_MXME,0,,,,,,parallel shift,-0.44455
,,,,,EQIV_MXWO0IT,0,,,,,,parallel shift,-0.51592
,,,,,EQIV_NIFTY,0,,,,,,parallel shift,0.036399
,,,,,EQIV_OPALPACX,0,,,,,,parallel shift,0.76992
,,,,,EQIV_RAAX,0,,,,,,parallel shift,0.12196
,,,,,EQIV_SPEURO,0,,,,,,parallel shift,0.067444
,,,,,EQIV_TPXDDVD,0,,,,,,parallel shift,-0.034076
,,,,,EQIV_XU100,0,,,,,,parallel shift,0.0066461
,,,,,FX_AUD,0,,,,,,parallel shift,-0.047771
,,,,,FX_BGN,0,,,,,,parallel shift,-0.10802
,,,,,FX_BRL,0,,,,,,parallel shift,0.16637
,,,,,FX_CAD,0,,,,,,parallel shift,0.18104
,,,,,FX_CHF,0,,,,,,parallel shift,-0.041361
,,,,,FX_CLP,0,,,,,,parallel shift,-0.061583
,,,,,FX_CNY,0,,,,,,parallel shift,-0.13001
,,,,,FX_COP,0,,,,,,parallel shift,-0.1204
,,,,,FX_CZK,0,,,,,,parallel shift,-0.087851
,,,,,FX_DKK,0,,,,,,parallel shift,-0.074766
,,,,,FX_GBP,0,,,,,,parallel shift,0.22669
,,,,,FX_HKD,0,,,,,,parallel shift,-0.35767
,,,,,FX_HUF,0,,,,,,parallel shift,0.25806
,,,,,FX_INR,0,,,,,,parallel shift,-0.013518
,,,,,FX_JPY,0,,,,,,parallel shift,0.013571
,,,,,FX_KRW,0,,,,,,parallel shift,-0.040326
,,,,,FX_MXN,0,,,,,,parallel shift,0.35107
,,,,,FX_MYR,0,,,,,,parallel shift,-0.11494
,,,,,FX_NOK,0,,,,,,parallel shift,0.092817
,,,,,FX_NZD,0,,,,,,parallel shift,0.076765
,,,,,FX_PEN,0,,,,,,parallel shift,0.058363
,,,,,FX_PLN,0,,,,,,parallel shift,-0.097839
,,,,,FX_RON,0,,,,,,parallel shift,0.010636
,,,,,FX_RUB,0,,,,,,parallel shift,-0.075702
,,,,,FX_SEK,0,,,,,,parallel shift,0.10845
